Go getting
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x3a5c67210bb0?, {0x3a5c67408040?, 0x1?, 0x7f4fb5fc0108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x3a5c67408040?, 0x3a5c671c6700?, 0x3a5c671c6700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x3a5c671c6700?, {0x3a5c67408040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x3a5c67402008, {0x3a5c67408040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x3a5c67400008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x3a5c67400008}, {0x3a5c67215db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x3a5c67400008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_025/LLGo

compiling: client_go_026 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0xeec1c58cfc8, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0xeec1c58cfc8)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0xeec3cd6f7d0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0xeec17f23bc8?, 0xeec1c58cfc8)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0xeec3cd6f7d0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0xeec17f23b80, 0xeec25ff8820)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0xeec17f23b80)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0xeec19d51408)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0xeebf49fa070, 0x1, 0x1}, 0xeebf499ab48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0xeebf4882bb0?, {0xeebf49fa040?, 0x1?, 0x7f63b9eb7108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0xeebf49fa040?, 0xeebf4838700?, 0xeebf4838700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0xeebf4838700?, {0xeebf49fa040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0xeebf49f4008, {0xeebf49fa040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0xeebf49f2008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0xeebf49f2008}, {0xeebf4887db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0xeebf49f2008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_026/LLGo

compiling: client_go_027 (LLGo)

compiling: client_go_028 (LLGo)

compiling: client_go_029 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x3a92c991e248, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x3a92c991e248)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x3a92cb82c090?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x3a929ffe7c68?, 0x3a92c991e248)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x3a92cb82c090)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x3a929ffe7c20, 0x3a92c7796eb0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x3a929ffe7c20)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x3a92a42e6f08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x3a9280d58030, 0x1, 0x1}, 0x3a9280cf2b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x3a9280cbeb70?, {0x3a9280d58000?, 0x1?, 0x7f53e00cebf0?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x3a9280d58000?, 0x3a9280d2e600?, 0x3a9280d2e600?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x3a9280d2e600?, {0x3a9280d58000?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x3a9280d52008, {0x3a9280d58000, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x3a9280d50008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x3a9280d50008}, {0x3a9280c31db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x3a9280d50008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_029/LLGo

compiling: client_go_030 (LLGo)

compiling: client_go_031 (LLGo)

compiling: client_go_032 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x3dd58066bd48, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x3dd58066bd48)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x3dd5d4a1ea50?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x3dd575584548?, 0x3dd58066bd48)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x3dd5d4a1ea50)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x3dd575584500, 0x3dd5a67994a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x3dd575584500)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x3dd576b9e008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x3dd52d02c070, 0x1, 0x1}, 0x3dd52cf4cb48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x3dd52ceb4bb0?, {0x3dd52d02c040?, 0x1?, 0x7f51efcaf108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x3dd52d02c040?, 0x3dd52ce6a700?, 0x3dd52ce6a700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x3dd52ce6a700?, {0x3dd52d02c040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x3dd52d026008, {0x3dd52d02c040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x3dd52d024008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x3dd52d024008}, {0x3dd52ceb9db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x3dd52d024008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_032/LLGo

compiling: client_go_033 (LLGo)

compiling: client_go_034 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0xf3f7560a488, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0xf3f7560a488)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0xf3f7560e6f0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0xf3f4722e0e8?, 0xf3f7560a488)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0xf3f7560e6f0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0xf3f4722e0a0, 0xf3f7391c460)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0xf3f4722e0a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0xf3f4bf06f08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0xf3f246a0070, 0x1, 0x1}, 0xf3f24640b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0xf3f24530bb0?, {0xf3f246a0040?, 0x1?, 0x7f1d75ea6108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0xf3f246a0040?, 0xf3f244e6700?, 0xf3f244e6700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0xf3f244e6700?, {0xf3f246a0040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0xf3f2469a008, {0xf3f246a0040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0xf3f24698008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0xf3f24698008}, {0xf3f24535db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0xf3f24698008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_034/LLGo

compiling: client_go_035 (LLGo)

compiling: client_go_036 (LLGo)

compiling: client_go_037 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0xda26cd80d88, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0xda26cd80d88)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0xda26b930960?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0xda24c423948?, 0xda26cd80d88)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0xda26b930960)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0xda24c423900, 0xda26c03eb90)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0xda24c423900)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0xda24e3e4f08)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0xda22f892070, 0x1, 0x1}, 0xda22f832b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0xda22f71abb0?, {0xda22f892040?, 0x1?, 0x7f7ca4cd4108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0xda22f892040?, 0xda22f6d0700?, 0xda22f6d0700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0xda22f6d0700?, {0xda22f892040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0xda22f88c008, {0xda22f892040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0xda22f88a008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0xda22f88a008}, {0xda22f71fdb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0xda22f88a008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_037/LLGo

compiling: client_go_038 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0x161fbfd7688, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0x161fbfd7688)
